user_id,product_id,category,feature1,feature2,feature3,feature4,feature5
user2,product5,category4,0.11985697931239259,0.6179729199799519,0.6608751581767834,0.5166440224572142,0.45971502827530686
user5,product5,category3,0.1832322492870203,0.35974095325777733,0.08518370858042124,0.08002122947406454,0.9999315762107471
user2,product5,category4,0.9942295729240646,0.6760754391557646,0.16530281362624688,0.4712984648328451,0.6105484103848484
user3,product5,category3,0.05459385236830072,0.14199980867674722,0.8402126724016238,0.7003647938062696,0.5520722906755738
user2,product2,category3,0.7101526850239864,0.22206373541920266,0.3656932664556616,0.2630330850235011,0.7403774502609839
user3,product5,category4,0.4733229441002358,0.4328096669255903,0.523414407317897,0.3572952834935995,0.9052473309037082
user2,product2,category3,0.03943097547547714,0.7864474686872074,0.006138312110917088,0.11292849626804313,0.190035853660808
user2,product5,category5,0.8429865164549183,0.4111460782971559,0.9561668348940168,0.11079868827743422,0.9462112959045698
user5,product2,category3,0.5134050555089831,0.2603633824871556,0.9178251411201728,0.548580672278255,0.910372412889353
user5,product1,category2,0.7197460598550134,0.6689670595976116,0.523409536406092,0.707076601076413,0.891707314193052
user2,product4,category1,0.8866998716317226,0.0016042371035543956,0.2324383952747141,0.10752144595703961,0.30010089888360814
user4,product2,category4,0.9396786707388874,0.2573844524757801,0.5768391383568997,0.363796696867251,0.7366551368375243
user2,product4,category4,0.1558169807695422,0.2637303208912989,0.6046079078175127,0.52185200871489,0.9438970378063906
user5,product5,category2,0.077588026863325,0.8055960182368777,0.8421475171571207,0.05899075505639528,0.5728038657224149
user3,product2,category3,0.13758593317725099,0.15371300035789526,0.01594201198928369,0.2676410551360692,0.8268910874880824
user2,product2,category4,0.6221534766484564,0.027205979004690906,0.30370181326740375,0.5776175091289253,0.09725686979269221
user5,product2,category4,0.24728950123982418,0.6468188825358006,0.0675070776166401,0.9783966126918398,0.9063866191616137
user4,product3,category1,0.7902656503111298,0.6245536561603497,0.3155294521146861,0.40727471439240803,0.1784186958271542
user1,product3,category5,0.3551841556717842,0.02946119048465934,0.7351635346542931,0.10915387761974338,0.37379093995202695
user2,product4,category5,0.12631690877227242,0.878639237782062,0.3709252621041714,0.25523478831600177,0.2849014130255739
user1,product1,category1,0.6396512889623723,0.768138298605179,0.32663194486307057,0.48041854982842946,0.016126495818323927
user1,product4,category2,0.5412607747632908,0.35681076919208243,0.5289468381775596,0.8854213101336259,0.5864542560140279
user1,product3,category4,0.05575357808773229,0.30899439294268094,0.611660712887852,0.5881119152144103,0.585744635186128
user4,product1,category5,0.47893241930853203,0.34358847076084353,0.9277270298921003,0.5324584120346576,0.5062592465375614
user2,product4,category2,0.02045749135387276,0.49460033597964637,0.7362138572664024,0.4469968710828368,0.9616623665230607
user2,product2,category2,0.817687260275897,0.6791203661810998,0.17137865193729063,0.43046860497815054,0.3801001543443011
user4,product1,category3,0.31421432006215555,0.5123745045024015,0.21865657279891204,0.26680995982019584,0.4541734102800187
user4,product3,category4,0.4772029175942839,0.769682847147507,0.8875177859053963,0.630696625116028,0.5882407120556866
user5,product2,category4,0.024654784837215615,0.007785532756243718,0.5865105185651679,0.3702450709449083,0.6653229588935764
user1,product1,category5,0.7874970594096727,0.8653607533032414,0.2288959233292296,0.2621617550173124,0.43030825657487926
user2,product5,category5,0.8317369864784693,0.2468455776547247,0.8610156272630852,0.4524072045046328,0.7637392272800693
user3,product3,category5,0.9482083412615616,0.07214489010535674,0.41300269385569255,0.7633332033428231,0.7551602400621237
user1,product2,category1,0.0001932974987871594,0.19338336190387007,0.41866890674975066,0.44773217326555326,0.774187314970264
user5,product4,category5,0.03990682966078485,0.16253814966955837,0.024000874497407065,0.6298089035533239,0.9315225318941152
user3,product2,category4,0.005164634466196527,0.3365830485822545,0.4474980749055675,0.5484173769469683,0.12204644409623222
user2,product2,category4,0.21514476797325954,0.9838391766349988,0.4358073220197456,0.9144098019754261,0.0027869610163306913
user5,product4,category5,0.736473074809402,0.11565919143669934,0.04910752329826518,0.33576799138670466,0.38030210347835036
user2,product4,category3,0.9199692334886049,0.7864991824983684,0.8991026679268528,0.7519365840435309,0.7920264441340449
user1,product3,category5,0.11785630174374484,0.526942967768136,0.4665093918125719,0.1198870415039387,0.37973595249583414
user1,product2,category3,0.7900018039477139,0.6185695814260602,0.9513530945029228,0.21186708642197416,0.6537099957460423
user5,product5,category3,0.6004342558808444,0.06304159816122401,0.6490325013574941,0.2809972018283574,0.7851272669141027
user1,product1,category3,0.7854185888179691,0.04746762274012706,0.6166825909234063,0.6367768203798609,0.23299020699476847
user4,product5,category4,0.7248054062606545,0.5624885466727924,0.42542667137403245,0.932761754809252,0.10437429532230835
user4,product4,category2,0.5134225259820772,0.3508418383273717,0.1172627467690277,0.38356956761214045,0.6869725709516658
user5,product4,category4,0.8088723190925452,0.12965661562059583,0.5129306098176699,0.5248628947471421,0.0028979995862813412
user3,product3,category4,0.6137857427975528,0.6283328171039521,0.2560193176646496,0.41977472206535094,0.7287936240363071
user5,product5,category4,0.9404452443193627,0.29717175253030725,0.22071202843641424,0.9932457924467786,0.5892290662139086
user1,product5,category5,0.9043311280463456,0.660803604063124,0.0982061268894675,0.3395859920016189,0.12491129103139154
user5,product5,category1,0.6871981128584144,0.6509877975552312,0.3318354511312531,0.893281276461815,0.5031065995641723
user5,product3,category3,0.5966899013683432,0.7404856123823583,0.5603927696399643,0.9905030339254253,0.26760406829756034
user1,product2,category4,0.7591451449527866,0.9971916360172359,0.6869573174168735,0.7896686423722733,0.43948488555038556
user4,product5,category1,0.6148210193901793,0.018800177603753965,0.2973109517000344,0.0997089476818026,0.8941037236445356
user2,product4,category4,0.854527829638805,0.027519993786041863,0.08776678921449543,0.6783497159072746,0.4445741819664798
user1,product4,category3,0.41232769714525663,0.43808787922940307,0.1344827772192082,0.15604155586409652,0.768581571335594
user2,product4,category5,0.5068332782999337,0.32201904454241403,0.8955743617055106,0.05478670060841673,0.0865235291761185
user4,product5,category2,0.7626772089953873,0.36794502623533576,0.23121077337043272,0.8551641957809295,0.09648965220649819
user1,product3,category3,0.5578609142781318,0.6171476816518593,0.013019423630028504,0.4845519018382396,0.9603203800123288
user2,product1,category5,0.5386968209272442,0.36931946117612113,0.07370125026204888,0.14214648214385828,0.9718985010096887
user4,product4,category5,0.058982653568883325,0.91831254136807,0.3271382494755385,0.7877853848147527,0.9493465716941952
user4,product1,category3,0.8002899117982428,0.5497502913065662,0.8204532693197766,0.0618928159197899,0.2339157682000489
user1,product3,category2,0.4093098846165564,0.24818637463831494,0.3337649043870302,0.9728715177188972,0.07026325457089344
user5,product1,category5,0.2444656814048305,0.8888034801794513,0.7535450557705999,0.5703451036203544,0.7887570783639988
user3,product5,category4,0.759999920469751,0.09587450791689467,0.9001802438118112,0.3561220719808914,0.7814809287244807
user3,product3,category3,0.8069759539312438,0.27167043689554604,0.8885029061956743,0.48914721475168677,0.35751409732581996
user5,product2,category4,0.7575533804880593,0.28706946165351566,0.263313974897868,0.5054074646586247,0.5900549163313664
user5,product4,category1,0.9142779830638365,0.9823840137589576,0.536728415999473,0.5828198952929009,0.04502038632388139
user2,product4,category4,0.124779929886489,0.1799748074352744,0.34763384269415176,0.15402535082878055,0.38963668526684214
user2,product1,category3,0.083290309841765,0.8492485053397548,0.9731685380115744,0.8318958405971857,0.7375809236492838
user1,product3,category5,0.8330831676450466,0.030009333769330904,0.05014807449413228,0.10923712112576656,0.9264350442662662
user2,product3,category1,0.05424510219131917,0.03415045514592652,0.8214159052803542,0.32470260692685426,0.1942931789763116
user1,product5,category3,0.9694233453202211,0.4540801752501483,0.3979170570877104,0.7510204368401043,0.4288903148321591
user2,product1,category1,0.25716952747723076,0.581679765531479,0.3170314120171368,0.6029803458996522,0.2065664480290107
user2,product1,category5,0.09639056465496021,0.3248774132564043,0.5986073155387467,0.42651481634234323,0.25446626998329536
user1,product2,category4,0.3525176779852538,0.10970693334035198,0.1423226180763688,0.03292326108203003,0.8622748981232944
user3,product4,category5,0.5173150918519177,0.893796339277277,0.13690851055051156,0.07828727512859945,0.20193109797963515
user5,product3,category4,0.5289743730391439,0.03201671865720812,0.5172106799961748,0.6600535096980484,0.9595156566156194
user3,product3,category5,0.6247926041603512,0.19673297869648698,0.16000270852712617,0.6248307504866436,0.07781977090272152
user1,product4,category2,0.6174494715187894,0.12823553075788718,0.9922604387787028,0.02379428611221235,0.4327971231501315
user2,product1,category4,0.38431667946306025,0.1727012610854003,0.6107335215544584,0.2857089667468181,0.755025650526872
user4,product5,category1,0.35485727063174355,0.8657095114824439,0.4412781756528502,0.5427591932901226,0.9673217943569182
user1,product2,category3,0.9043795367237769,0.3713787361856654,0.5301087455913334,0.45716134178641465,0.4270789821173937
user3,product4,category1,0.0448341076601112,0.932818644482833,0.10322523839128839,0.1673781373974088,0.9554375968165686
user3,product5,category3,0.9665544380256363,0.5400804500381762,0.9136702740854059,0.30024459368582956,0.1554267235146245
user1,product5,category1,0.19367595279802619,0.9784682468467033,0.4189228961438357,0.045558016089477404,0.14984112648550685
user4,product3,category5,0.4908112265808672,0.26543058014142107,0.5565135040055945,0.7171655925345899,0.18101383568181262
user2,product3,category1,0.16372324394673277,0.9803666688924829,0.2066902742787159,0.4325394861137669,0.971427520227947
user4,product5,category4,0.9510348764742729,0.2860535287519629,0.012921761742439197,0.8776511631196164,0.23958666894933134
user3,product5,category3,0.047399925555892675,0.9162629295953636,0.19152910117498723,0.9999930223154926,0.4489430096793148
user4,product5,category3,0.7628494345725401,0.3908415719405762,0.7944816521579103,0.8420424430987212,0.07057621157616134
user3,product5,category2,0.7863226007448467,0.8417695063194501,0.037163365456721276,0.22838487057836243,0.39155642444817185
user1,product5,category5,0.46701894393696053,0.9509173290113193,0.5894244828863549,0.2662741645961251,0.7595932943735971
user2,product3,category3,0.9569415764461271,0.8517640458285661,0.8297879245971685,0.13762874994099417,0.6186408010403367
user2,product5,category4,0.7357691573142723,0.2836015556340902,0.050376240651969106,0.783167971327896,0.47826955625176226
user5,product1,category5,0.2983215733979032,0.21440883301632752,0.37490258069790594,0.3652069287563713,0.7215145313983208
user5,product2,category5,0.8175230623086831,0.38925354776800325,0.6301640592789388,0.4990471593395974,0.9501467984708837
user5,product4,category3,0.9988636505530287,0.7786350918002118,0.603880185310664,0.5048271581161565,0.2737048050783998
user1,product2,category4,0.16797049960962407,0.3356036239298502,0.6981511447060681,0.9078351918958143,0.41651794243300067
user3,product5,category1,0.142187396614744,0.4142018715198901,0.325239042626569,0.7269248025337083,0.4093274251418101
user2,product5,category4,0.8101735688159017,0.3202110811549551,0.21835272266436911,0.4683813338518461,0.9448403518769474
user5,product5,category2,0.5925384817023166,0.19402499768665948,0.037877764137658754,0.24584654391678473,0.4500356563080826
user5,product2,category5,0.1368503062894526,0.43981448831991243,0.1702279543500086,0.4207638032358073,0.9478209201178626
user2,product1,category5,0.6801785346813659,0.8676873147515164,0.24207905527598716,0.09695706634296841,0.26802606789710104
user3,product3,category5,0.3221842895852075,0.009342053303954545,0.009938845071737812,0.9873765075735075,0.6537970057021876
user4,product1,category2,0.5300553662264923,0.6046447561916717,0.16197328157181035,0.8554474032334762,0.8821909257025656
user5,product3,category1,0.32013483688183375,0.590799199449061,0.2620423582168352,0.20191798963111407,0.2561879144170036
user3,product3,category4,0.36537176950365957,0.25580774041879006,0.5732544688995205,0.1252987305338722,0.11066480015128166
user2,product3,category2,0.59017830288735,0.6439696995850034,0.9281970390429624,0.45635802290671346,0.10661676223616534
user4,product2,category2,0.7419013143740248,0.44687702022925235,0.34857018696253317,0.3134650044402497,0.8266618332411066
user4,product5,category4,0.7173995784887025,0.30502126901148074,0.6696450549664772,0.35829569882529233,0.6399623498704694
user5,product5,category5,0.672834835363058,0.034992669390404574,0.48987924828602347,0.42188104306532603,0.5800936213029936
user1,product3,category4,0.08546112824208874,0.6260884322701754,0.2036743535030836,0.7566685803187739,0.13035718584604017
user5,product1,category1,0.3702429545676057,0.21567263281943283,0.2253570334121886,0.8143060547975234,0.8547609092333469
user2,product4,category4,0.9262979652907112,0.07018050374082674,0.968574104148525,0.42171490199502604,0.8728181288103783
user3,product5,category4,0.5467183841982841,0.20560281474355313,0.27208217839166593,0.11824586923505298,0.9045508822401311
user5,product1,category5,0.027564836323312525,0.34185674889917705,0.9714916905128257,0.17914612053762247,0.8634142233340039
user1,product1,category1,0.18090404592177134,0.27871707583522,0.41439452633548524,0.24779863279973702,0.1037293177957882
user3,product4,category3,0.04181823695381526,0.4344584014034025,0.8169589942512401,0.43953969576092744,0.17390743418109922
user3,product3,category1,0.7769429280531011,0.9785284106535879,0.6605117160285658,0.08383967947597915,0.657657834603097
user1,product3,category3,0.36514669286197443,0.6705442206913829,0.8044806653355803,0.4541463899506579,0.7189969592717672
user5,product1,category4,0.20764851470318924,0.28440740345342885,0.8482105187960759,0.9908129218344471,0.02488590416459291
user5,product2,category4,0.0025520464836219503,0.38675971899733297,0.16590702406264668,0.048660726371819285,0.035677900713903976
user4,product2,category1,0.06767205896819939,0.5918766084740013,0.44917449405167975,0.10667484944546823,0.7599335283111736
user1,product3,category3,0.008517361966183579,0.8139830300738922,0.25925568295391943,0.4862663153718356,0.8480831953470275
user4,product2,category5,0.5506334022676507,0.8347386212451572,0.8706813336107093,0.16409673156272453,0.675939805450832
user2,product1,category3,0.15312722301620751,0.924469352758782,0.677064942639379,0.1750169416851256,0.7982905240694687
user2,product3,category2,0.5717822004804946,0.6997764357034548,0.3032090411405237,0.20522409923026963,0.8501797517971882
user3,product1,category5,0.7754350713498319,0.3275152970461793,0.1324900535214686,0.5275355501695972,0.6489490640570571
user2,product3,category4,0.5048099188906673,0.6608257141248121,0.3139865380710979,0.22969164526601427,0.33850449817329
user4,product3,category1,0.7458269435479763,0.9573336441237045,0.6990592524589799,0.7485121596772494,0.05745228680208336
user2,product3,category3,0.9676495077567437,0.31737670166303755,0.6171890564005119,0.1809077921162282,0.03962665618047834
user4,product2,category4,0.2638315974187212,0.4383852936718047,0.9822542463705335,0.9654623486716056,0.8908056245730244
user4,product1,category5,0.3715665993520868,0.187391119241059,0.02093143588873514,0.0455518833663624,0.42932153421571795
user3,product5,category2,0.7698998119907592,0.36851935032305183,0.886399946689755,0.08126301078087217,0.10513490270137649
user3,product5,category2,0.6648179409164157,0.7508358128693525,0.3116829647362642,0.30536737914671075,0.7053851883320524
user4,product3,category5,0.9144953905485925,0.7102248659961297,0.5481775657338049,0.2654270108292801,0.8169203831270968
user1,product5,category2,0.4381705824659412,0.1477933333392233,0.7077977988745136,0.7653688069022871,0.18197701525953935
